latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
53.56824,-0.60157,331.1,0.4,0.4,2017-04-28,1242,N,nominal,1.0NRT,280.9,3.9,D
60.80661,5.02469,325.3,0.4,0.5,2017-04-28,1248,N,nominal,1.0NRT,290.2,2.6,D
61.48564,1.46389,325.4,0.5,0.4,2017-04-28,1248,N,nominal,1.0NRT,280.1,2.1,D
66.31002,14.18265,325.4,0.5,0.6,2017-04-28,1248,N,nominal,1.0NRT,283.8,3.6,D
66.31013,14.17229,334.3,0.4,0.6,2017-04-28,1248,N,nominal,1.0NRT,289.2,3.6,D
66.30666,14.16858,326,0.5,0.6,2017-04-28,1248,N,nominal,1.0NRT,286,5.3,D
38.87719,-8.74737,328.1,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,292.2,3,D
37.78608,-25.59029,333.8,0.5,0.4,2017-04-28,1424,N,nominal,1.0NRT,294,2.7,D
40.53202,-8.35552,334.8,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,296.8,2.6,D
40.68824,-7.29536,328.9,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,294.9,4.4,D
41.28262,-7.91199,367,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,302.9,9.9,D
41.28244,-7.91943,332.2,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,296.3,9.9,D
41.28888,-7.91213,342.5,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,288.6,9.9,D
41.33483,-8.69615,325.5,0.5,0.7,2017-04-28,1424,N,low,1.0NRT,298.7,2.9,D
41.37533,-8.34476,341.5,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,300.8,4.1,D
41.38527,-8.62799,337.9,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,297.7,4.6,D
41.4059,-8.3493,332.1,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,297.1,1.4,D
41.41206,-8.34853,332.2,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,295.5,1.6,D
41.47257,-8.11246,367,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,294.5,6.3,D
41.47769,-8.15551,341.6,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,295.6,5.8,D
41.65524,-7.96249,367,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,302.4,18.2,D
41.65541,-7.95595,327.5,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,296,18.2,D
41.65231,-7.9593,367,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,304.3,27.5,D
41.65217,-7.9659,354.9,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,295.5,17.1,D
41.77636,-7.19947,331.2,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,296.1,3.7,D
41.7762,-7.20722,336.1,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,298.7,3.7,D
41.77612,-7.20108,335,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,297.1,6.2,D
41.77601,-7.20838,331.7,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,298.5,3.7,D
41.77365,-7.721,367,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,308.2,25.1,D
41.77351,-7.72787,337.9,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,295.5,10.6,D
41.77998,-7.72154,367,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,295.1,44.5,D
41.77984,-7.72821,347.9,0.5,0.7,2017-04-28,1424,N,nominal,1.0NRT,288.2,12.8,D
41.8673,-7.1872,327.9,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,296.7,6.7,D
41.87379,-7.18768,353.4,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,297.3,6.7,D
41.87284,-7.19014,367,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,297,9.2,D
41.9406,-7.01899,326.8,0.6,0.7,2017-04-28,1424,N,nominal,1.0NRT,293.9,2.7,D
42.11671,-5.95615,331.3,0.7,0.8,2017-04-28,1424,N,nominal,1.0NRT,294.5,4,D
65.76665,24.18053,322.6,0.5,0.7,2017-04-28,2312,N,nominal,1.0NRT,270.7,2.2,N
65.76707,24.19299,306.7,0.5,0.7,2017-04-28,2312,N,nominal,1.0NRT,269.1,2.2,N
65.5661,22.22502,307.1,0.6,0.7,2017-04-28,2312,N,nominal,1.0NRT,270.1,2.6,N
64.64876,24.4259,367,0.5,0.7,2017-04-28,2312,N,nominal,1.0NRT,272.2,6.7,N
64.6424,24.42678,335.3,0.5,0.7,2017-04-28,2312,N,nominal,1.0NRT,269.7,6.7,N
64.64759,24.42093,349.8,0.5,0.7,2017-04-28,2312,N,nominal,1.0NRT,270.7,11.7,N
64.6479,24.43269,333,0.5,0.7,2017-04-28,2312,N,nominal,1.0NRT,270,7.3,N
60.2858,22.28974,296.6,0.6,0.7,2017-04-28,2312,N,nominal,1.0NRT,272.1,1.6,N
53.44385,34.41906,331.3,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,282.8,4.7,N
53.10771,34.22083,295.4,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,273.1,0.3,N
53.13173,33.84866,306.2,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,263.9,1.5,N
52.97063,34.7209,306.1,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.1,1.2,N
52.97015,34.7271,299.8,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,272.4,1.2,N
52.96648,34.72003,296.7,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.6,1.2,N
52.9696,34.72061,303.9,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.1,1.3,N
52.96909,34.7268,313.2,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,273.1,1.2,N
52.81001,34.90876,321.3,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,278,1.5,N
52.8059,34.90781,312.5,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,277.2,1.5,N
52.8018,34.90688,326.5,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,277.1,3.1,N
52.8013,34.91294,330.6,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,277.3,3.1,N
52.7972,34.91203,333.6,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,276.5,3.1,N
52.79669,34.9181,302.7,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,275.5,1.1,N
52.68237,34.91019,302.2,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,276.5,0.6,N
52.47107,32.36338,321.8,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,273.5,3.3,N
52.48868,31.76048,304.9,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,280.9,1.8,N
52.48822,31.7685,311,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,280.9,0.8,N
52.48399,31.75978,311.7,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,280.8,2.1,N
52.48353,31.76783,298.8,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,280.4,0.8,N
52.21681,34.36514,298.6,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.9,1.6,N
52.21264,34.36424,322.9,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.1,1.6,N
52.08486,34.095,295.4,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,272.3,0.7,N
52.08064,34.09415,297.1,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.7,0.6,N
52.0322,34.70375,315.6,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.5,1.7,N
52.03171,34.70966,311.1,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.6,1.4,N
51.85527,34.42144,302.5,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,274.2,1.4,N
51.82726,34.40302,301.7,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,276.4,1.3,N
51.83072,34.40402,295.1,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,277,0.9,N
52.02021,31.24723,309.8,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.9,1.8,N
51.68124,34.89043,295.9,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,275,1.1,N
51.68206,34.8886,303.3,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,273.3,0.7,N
51.86061,31.18161,319.8,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,280.2,1.8,N
51.85583,31.18089,301.2,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,279.3,1.1,N
51.84584,31.18773,309.3,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,279.6,1.1,N
51.84106,31.18702,311.6,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,279.2,1.1,N
51.60632,34.45662,296.4,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,274.6,0.6,N
51.84716,31.1827,313.8,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.7,2.1,N
51.84238,31.182,311.8,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.9,2.1,N
51.8376,31.18131,306.3,0.6,0.5,2017-04-28,2312,N,nominal,1.0NRT,279.6,1.3,N
51.37819,33.90971,295.3,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,258.2,0.5,N
51.22729,34.25293,299.8,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.3,0.5,N
51.38016,31.47655,306.4,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,280.2,1.1,N
51.37969,31.4844,301.7,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,279.9,1.1,N
51.375,31.48368,297.8,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,280,1.1,N
51.30566,31.36955,303.5,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.2,1,N
51.09296,34.44394,304.1,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,274.3,1,N
51.09248,34.44974,304.7,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,273.5,1,N
51.30094,31.36882,296.8,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.1,1.1,N
51.30465,31.37136,312.1,0.5,0.5,2017-04-28,2312,N,nominal,1.0NRT,278.6,1.7,N
51.08949,33.96035,302.6,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,272.6,1.1,N
51.0858,33.95341,299,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,272.1,1.1,N
51.08161,33.95256,295.8,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,271.3,0.5,N
50.83928,34.21039,303.6,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,275.6,0.8,N
50.88914,33.19578,300.4,0.4,0.5,2017-04-28,2312,N,nominal,1.0NRT,275.5,1.4,N
50.54638,33.22097,296.5,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,267.3,1.2,N
50.45839,34.18045,300.3,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,280.6,0.7,N
50.45181,33.43193,304,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,272.5,1.1,N
50.44756,33.43101,307.6,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,271.9,1.1,N
50.23103,33.14704,297.2,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,269.1,0.9,N
49.74127,31.18593,325.2,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,276.9,3.6,N
49.74039,31.18027,311.4,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,275.5,2,N
49.73991,31.18779,304.5,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,275.7,1.2,N
49.63021,31.86654,331.7,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,279.8,4.7,N
48.70169,33.74628,354.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,286.5,8,N
48.69759,33.7454,302.8,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,277.8,8,N
48.52657,34.65274,295.6,0.6,0.4,2017-04-28,2318,N,nominal,1.0NRT,284.3,1,N
48.48046,34.96912,295.3,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,283.2,1.2,N
48.47269,34.96756,297.7,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,285.7,0.8,N
48.47966,34.97734,295.1,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,284.3,0.8,N
48.47263,34.96849,297.2,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,285.4,0.9,N
48.16623,30.61824,310.9,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,272.7,2.8,N
47.88512,33.446,314,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284,1.8,N
47.88062,33.40022,298.2,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284.5,1.1,N
47.87601,33.40495,309.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284.4,1.3,N
47.87556,33.41046,303.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.4,1.3,N
47.87509,33.41597,301.4,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.3,1.1,N
47.87322,33.43803,307.8,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.6,1.2,N
47.87328,33.38757,299.7,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.1,1.3,N
47.87282,33.39309,314.7,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.2,1.1,N
47.87236,33.39861,295.5,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.2,1.1,N
47.86544,33.43089,338.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,286.6,4.4,N
47.86915,33.38674,299.6,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,282.1,1.3,N
47.86868,33.39225,305.4,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,282.3,1.1,N
47.8749,33.40451,304.3,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.6,2,N
47.87392,33.4155,303.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284.3,1.9,N
47.87194,33.43753,309.7,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.4,1.7,N
47.87175,33.39267,326.8,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,286.3,2,N
47.87371,33.37062,301.8,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285,1.1,N
47.87323,33.37614,302,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.7,1.5,N
47.87224,33.38717,301.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284.7,2,N
47.86831,33.43121,316.7,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.1,1.7,N
47.86419,33.4304,330.5,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.4,4.5,N
47.86271,33.44695,334.9,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,282.3,5,N
47.86594,33.36342,297.7,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,280.9,0.5,N
47.84285,33.38688,307.9,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284,1.2,N
47.78802,28.95741,305.7,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,281,1.3,N
47.17451,31.75669,306,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,280.7,1,N
45.43523,27.9732,311,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,282.9,1.8,N
44.23909,28.30958,296.6,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,281.3,0.6,N
42.7175,24.17129,320.6,0.5,0.7,2017-04-28,2318,N,nominal,1.0NRT,281.3,2.1,N
42.71131,24.1702,301.9,0.5,0.7,2017-04-28,2318,N,nominal,1.0NRT,280,2.1,N
42.71349,24.1726,329.3,0.5,0.7,2017-04-28,2318,N,nominal,1.0NRT,281.5,2.9,N
41.31011,34.48758,329.4,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,298.9,87.6,N
41.30646,34.48703,339.4,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,283.3,45.3,N
41.62795,27.68734,298.2,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,281.9,0.8,N
41.63176,27.68604,299.5,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,284.7,1,N
41.19201,32.61953,299.6,0.6,0.4,2017-04-28,2318,N,nominal,1.0NRT,282.5,2.6,N
41.18804,32.61889,328.9,0.6,0.4,2017-04-28,2318,N,nominal,1.0NRT,282.8,2.6,N
41.17479,32.63036,298.7,0.6,0.4,2017-04-28,2318,N,nominal,1.0NRT,282.1,1.4,N
41.17412,32.63689,305.1,0.6,0.4,2017-04-28,2318,N,nominal,1.0NRT,282.9,1.4,N
41.26569,31.42555,313.9,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,289.2,1,N
41.26523,31.43072,302.2,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.3,1,N
41.26149,31.42483,300.7,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.7,1,N
41.26102,31.43,299.2,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,284.8,1,N
41.25398,31.41317,303.1,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.8,1.1,N
41.0192,28.55257,297.1,0.6,0.5,2017-04-28,2318,N,nominal,1.0NRT,283.4,1.8,N
41.01872,28.55949,309.8,0.6,0.5,2017-04-28,2318,N,nominal,1.0NRT,285,2.1,N
40.76672,29.53282,307,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,286.5,1.7,N
40.74513,29.76806,300.2,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,287.3,1.3,N
40.75888,29.35949,306.1,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.4,1.4,N
40.04935,32.64857,298.3,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,280.6,0.8,N
39.93049,32.75477,298.2,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,282.2,1.2,N
39.69609,34.67314,295.6,0.4,0.4,2017-04-28,2318,N,nominal,1.0NRT,283.1,1,N
39.8376,30.30322,301.3,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,282.6,0.9,N
39.86571,26.24179,296.3,0.4,0.6,2017-04-28,2318,N,nominal,1.0NRT,284.2,0.7,N
39.48347,30.0412,306.3,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,282,1.6,N
38.82353,33.10326,300.6,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,275.2,1.3,N
38.82352,33.10242,298.2,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,275.1,1.1,N
38.6593,30.61689,308.3,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,282.2,1.5,N
38.66024,30.62058,298.6,0.4,0.5,2017-04-28,2318,N,nominal,1.0NRT,280.4,0.9,N
38.74042,26.94702,307.2,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,287.6,1.5,N
38.7402,26.95097,303.4,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,285.9,1.1,N
38.73518,26.94666,301.2,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,288.3,1.3,N
38.73503,26.94844,306.4,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,287.5,1.2,N
38.73084,26.93192,296.1,0.3,0.6,2017-04-28,2318,N,nominal,1.0NRT,282.6,0.4,N
38.56532,23.29336,304.9,0.5,0.7,2017-04-28,2318,N,nominal,1.0NRT,284.9,1.4,N
37.86137,29.37264,297.4,0.5,0.5,2017-04-28,2318,N,nominal,1.0NRT,285.6,1.1,N
37.18129,33.30772,299.5,0.5,0.4,2017-04-28,2318,N,nominal,1.0NRT,280.1,0.6,N
36.87068,34.76615,310.6,0.4,0.4,2017-04-28,2318,N,nominal,1.0NRT,289.2,1.3,N
36.86787,34.76074,301,0.4,0.4,2017-04-28,2318,N,nominal,1.0NRT,288.8,1.6,N
36.26383,33.73071,306,0.4,0.4,2017-04-28,2318,N,nominal,1.0NRT,289.8,0.9,N
34.72652,33.31506,302.7,0.4,0.4,2017-04-28,2318,N,nominal,1.0NRT,287,1.1,N
70.69437,23.59548,317.1,0.5,0.4,2017-04-29,0048,N,nominal,1.0NRT,276,1.1,N
70.69088,23.59207,310.2,0.5,0.4,2017-04-29,0048,N,nominal,1.0NRT,273.1,1.1,N
67.36267,15.58607,302.3,0.4,0.5,2017-04-29,0054,N,nominal,1.0NRT,273.2,1.6,N
65.76822,24.19493,309.3,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,271.4,1.3,N
65.76295,24.18121,326.6,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,272.5,3.1,N
65.5631,22.21406,321.7,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,272.2,4,N
65.56198,22.22277,334.7,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,274.4,4,N
65.55421,22.2552,328.4,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,271.1,5.1,N
66.31157,14.17669,304.9,0.4,0.5,2017-04-29,0054,N,nominal,1.0NRT,272,1.4,N
66.30735,14.17608,305.3,0.4,0.5,2017-04-29,0054,N,nominal,1.0NRT,269,1.4,N
64.64719,24.42436,332,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,273.2,3.9,N
64.64597,24.42488,329.4,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,272.9,3.5,N
60.28744,22.28824,303,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,271.6,0.9,N
61.36454,1.57413,330.3,0.5,0.6,2017-04-29,0054,N,nominal,1.0NRT,277,3.3,N
61.36215,1.57101,323.1,0.5,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.4,2.4,N
59.33484,24.5582,302.7,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,264.1,0.7,N
59.33387,24.55832,300.3,0.4,0.4,2017-04-29,0054,N,nominal,1.0NRT,263.2,0.5,N
60.46113,-1.2576,299.4,0.6,0.7,2017-04-29,0054,N,nominal,1.0NRT,263.4,1,N
58.35915,12.37747,307.5,0.6,0.4,2017-04-29,0054,N,nominal,1.0NRT,274.6,1.7,N
58.36977,0.06779,324,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,276.3,2.8,N
58.35211,0.86067,352.7,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,276.8,6.6,N
58.29264,0.19433,309.6,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,275,1,N
58.28646,0.19445,302.4,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,274.9,1,N
58.28854,0.19104,298.5,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,275.3,1.3,N
58.2886,0.19994,311.3,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,275.1,1.3,N
57.97744,1.23405,320.4,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,276.8,1.8,N
57.975,1.23225,305.7,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,276.2,1.4,N
57.97499,1.2403,298,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,275.8,1,N
53.13189,33.84102,305.7,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,273.9,1.4,N
53.13043,33.84571,298,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,271.1,0.9,N
53.13109,33.83981,296.6,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,274.2,0.7,N
53.12964,33.84453,301.8,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,271.9,0.7,N
53.13278,33.69949,297.3,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,268.6,0.4,N
53.12809,33.6956,295.3,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,267.1,0.4,N
53.0901,33.70416,296.5,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,277.9,0.4,N
53.08541,33.70022,344.4,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,279.5,4.2,N
53.08397,33.70488,322.5,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,279,2.4,N
53.08073,33.69626,332.6,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,278.8,4.2,N
53.07929,33.70094,316.2,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,277.8,2.4,N
53.07497,33.71487,312,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,278.1,1.6,N
53.07174,33.70626,300.4,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.8,0.6,N
53.07117,33.70578,303.5,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,276,1.2,N
52.21438,34.36897,316.9,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,273.5,1.3,N
52.59005,33.10427,300,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,271,1.3,N
52.5887,33.10872,306.7,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,271.2,0.7,N
52.5602,33.06813,299.3,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,273.7,1.4,N
52.5588,33.07268,296.9,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,273,0.7,N
52.03033,34.70388,302.8,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,260.1,1.4,N
52.03075,34.70868,298.1,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,259.4,1.2,N
52.53936,32.65844,297.4,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.8,0.3,N
52.34803,33.17834,306.5,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,266.3,2,N
52.34662,33.18298,305.1,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,265.9,1.7,N
52.09169,33.84844,309.9,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.4,1.1,N
56.77895,2.10708,341.4,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.3,2.8,N
56.39919,2.05762,296.9,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.4,1,N
51.55803,32.78225,298.5,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,278.1,0.7,N
51.55793,32.78401,296.6,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,277.8,0.7,N
55.58124,4.758,317.5,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,278,1.3,N
55.57608,4.7574,297.8,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,277.7,0.7,N
51.37821,31.48391,304.2,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,271.8,0.9,N
51.2816,31.35778,301.6,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,279.1,0.4,N
51.27787,31.35356,310.6,0.3,0.6,2017-04-29,0054,N,nominal,1.0NRT,279.9,1.1,N
50.54819,33.21899,301.7,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,276.5,0.6,N
50.44745,33.43627,302.1,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,273.4,0.8,N
49.61076,34.74218,298.8,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,277.6,0.5,N
49.60918,34.74296,301.9,0.5,0.7,2017-04-29,0054,N,nominal,1.0NRT,277.4,1.1,N
49.6316,31.86588,336.9,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,279.9,3.2,N
49.6301,31.87072,324.9,0.4,0.6,2017-04-29,0054,N,nominal,1.0NRT,278.3,3.2,N
